"        עסקה","     ת.אספקה","   מספר חברה","     ת.אספקה","        סכום","     שם לקוח","        הנחה"," סטטוס כספים"," סטטוס שיווק","      מעטפות","     ת.תשלום","     א.תשלום","  אישור כספי","   עסקת סניף","       זיכוי","            ","      סוג תו","        ילקח","   שי ארגוני","        סיבה","       כתובת","        1 שי","        2 שי","        3 שי","  תיאום הפצה","      מתמשכת"
537702   ,20200824  ,918904  ,24082020  ,35000       ,"     מ.ר. לויעד בע""מ",.00    ,52  ,24  ,70     ,18082020  ,5    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    21             ת גן קרייתי",25   ,0    ,0    ," "," "
537703   ,20200824  ,918904  ,24082020  ,25000       ,"     מ.ר. לויעד בע""מ",.00    ,52  ,24  ,50     ,18082020  ,5    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    21             ת גן קרייתי",25   ,0    ,0    ," "," "
537704   ,20200824  ,918904  ,24082020  ,15000       ,"     מ.ר. לויעד בע""מ",.00    ,52  ,24  ,30     ,18082020  ,5    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    21             ת גן קרייתי",25   ,0    ,0    ," "," "
537831   ,20200824  ,910002  ,24082020  ,80000       ,"לשכת המסחר תל אביב-י",.00    ,52  ,24  ,160    ,17082020  ,32   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"   1            ה נחום לא ידוע",25   ,0    ,0    ," "," "
537968   ,20200824  ,907582  ,24082020  ,41700       ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,123    ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
537970   ,20200824  ,907582  ,24082020  ,12000       ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,30     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
537977   ,20200824  ,907582  ,24082020  ,18000       ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,135    ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
537979   ,20200824  ,907582  ,24082020  ,4500        ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,15     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
538016   ,20200824  ,907582  ,24082020  ,24000       ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,48     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
538094   ,20200824  ,922577  ,24082020  ,30001       ,"    פלבורג פדרל בע""מ",.00    ,52  ,24  ,97     ,19082020  ,96   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"0               שון לציון איתן",25   ,0    ,0    ," "," "
538096   ,20200824  ,907582  ,24082020  ,8500        ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,17     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
538240   ,20200824  ,911067  ,24082020  ,367750      ,"מרכבים טכנולוגיות תח",.00    ,52  ,24  ,1054   ,16082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    22              סריה גרניט",3    ,0    ,0    ," "," "
538245   ,20200824  ,6608    ,24082020  ,6120        ,"  מכבי שירותי בריאות",.00    ,50  ,24  ,51     ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"               אביב - יפו המרד",25   ,0    ,0    ," "," "
538254   ,20200824  ,916334  ,24082020  ,7000        ," ורידיס איכות הסביבה",.00    ,52  ,24  ,10     ,12082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1         צליה שד אבא אבן",25   ,0    ,0    ,"2"," "
538255   ,20200824  ,915027  ,24082020  ,39300       ,"ת.מ.מ תעשיות מחזור מ",.00    ,52  ,24  ,72     ,12082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1         צליה שד אבא אבן",25   ,0    ,0    ,"2"," "
538256   ,20200824  ,923001  ,24082020  ,55700       ," אמניר תעשיות ושרותי",.00    ,52  ,24  ,110    ,12082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1         צליה שד אבא אבן",25   ,0    ,0    ,"2"," "
538257   ,20200824  ,923000  ,24082020  ,7000        ,"""ורידיס תחנות כוח בע",.00    ,52  ,24  ,10     ,16082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1         צליה שד אבא אבן",25   ,0    ,0    ," "," "
538274   ,20200824  ,905682  ,24082020  ,42700       ,"   אקוסול ישראל בע""מ",.00    ,52  ,24  ,61     ,16082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1         צליה שד אבא אבן",25   ,0    ,0    ," "," "
538275   ,20200824  ,924057  ,24082020  ,8400        ,"ורידיס קרקעות מזוהמו",.00    ,52  ,24  ,12     ,16082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1         צליה שד אבא אבן",25   ,0    ,0    ," "," "
538276   ,20200824  ,923002  ,24082020  ,53900       ," ורידיס איכות הסביבה",.00    ,52  ,24  ,77     ,16082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1         צליה שד אבא אבן",25   ,0    ,0    ," "," "
538277   ,20200824  ,923480  ,24082020  ,30100       ," ורידיס איכות הסביבה",.00    ,52  ,24  ,43     ,12082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1         צליה שד אבא אבן",25   ,0    ,0    ,"2"," "
538286   ,20200824  ,923003  ,24082020  ,2800        ,"ורידיס פתרונות ניהול",.00    ,52  ,24  ,4      ,16082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1         צליה שד אבא אבן",25   ,0    ,0    ," "," "
538297   ,20200824  ,927054  ,24082020  ,62500       ,"       שווה סחר בע""מ",.00    ,52  ,24  ,250    ,25082020  ,81   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"         אביב - יפו אבן גבירול",25   ,0    ,0    ," "," "
538298   ,20200824  ,927054  ,24082020  ,112500      ,"       שווה סחר בע""מ",.00    ,52  ,24  ,450    ,25082020  ,81   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"         אביב - יפו אבן גבירול",2    ,0    ,0    ," "," "
538355   ,20200824  ,907582  ,24082020  ,6400        ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,32     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
538356   ,20200824  ,907582  ,24082020  ,10000       ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,25     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
538358   ,20200824  ,907582  ,24082020  ,4650        ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,15     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
538360   ,20200824  ,907582  ,24082020  ,76600       ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,99     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
538361   ,20200824  ,907582  ,24082020  ,8100        ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,27     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
538376   ,20200824  ,915508  ,24082020  ,163140      ,"אגודת הכורמים יקבי כ",.00    ,52  ,24  ,330    ,25082020  ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      1            ולה לא ידוע",2    ,0    ,0    ," "," "
538489   ,20200824  ,913887  ,24082020  ,51000       ,"ברוקר ג'יי - וי ישרא",.00    ,52  ,24  ,85     ,17082020  ,96   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"  6              דל העמק המחקר",25   ,0    ,0    ," "," "
538509   ,20200824  ,921968  ,24082020  ,26600       ,"הדר העמותה למען הקשי",.00    ,52  ,24  ,179    ,11082020  ,96   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     36            ניה הרב קוק",25   ,0    ,0    ," "," "
538531   ,20200824  ,907582  ,24082020  ,11600       ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,40     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
538542   ,20200824  ,923514  ,24082020  ,15900       ," מועדון הטבות לעובדי",.00    ,52  ,24  ,106    ,16082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1            רה הלל יפה",25   ,0    ,0    ," "," "
538545   ,20200824  ,923004  ,24082020  ,433700      ,"5 י.ר.א.ב. שרותי נוי",.00    ,52  ,24  ,707    ,12082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     1         צליה שד אבא אבן",3    ,0    ,0    ,"2"," "
538594   ,20200824  ,918813  ,24082020  ,100125      ,"טאואר סמיקונדקטור בע",.00    ,50  ,24  ,267    ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ," 20       דל העמק שד עמור שאול",2    ,0    ,0    ," "," "
538595   ,20200824  ,918813  ,24082020  ,200000      ,"טאואר סמיקונדקטור בע",.00    ,50  ,24  ,400    ,0         ,83   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ," 20       דל העמק שד עמור שאול",2    ,0    ,0    ," "," "
538599   ,20200824  ,924142  ,24082020  ,5900        ,"    פולטק-הנדסה בע""מ",.00    ,52  ,24  ,10     ,17082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       4              פה דניאל",25   ,0    ,0    ," "," "
538631   ,20200824  ,924532  ,24082020  ,250000      ,"ועד עובדי חברת החשמל",.00    ,52  ,24  ,500    ,25082020  ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1          פה נתיב האור",25   ,0    ,0    ," "," "
538632   ,20200824  ,924532  ,24082020  ,250000      ,"ועד עובדי חברת החשמל",.00    ,52  ,24  ,500    ,25082020  ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1          פה נתיב האור",25   ,0    ,0    ," "," "
538633   ,20200824  ,924532  ,24082020  ,250000      ,"ועד עובדי חברת החשמל",.00    ,52  ,24  ,500    ,25082020  ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1          פה נתיב האור",25   ,0    ,0    ," "," "
538635   ,20200824  ,924532  ,24082020  ,250000      ,"ועד עובדי חברת החשמל",.00    ,52  ,24  ,500    ,25082020  ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1          פה נתיב האור",25   ,0    ,0    ," "," "
538640   ,20200824  ,924532  ,24082020  ,250000      ,"ועד עובדי חברת החשמל",.00    ,52  ,24  ,500    ,25082020  ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1          פה נתיב האור",25   ,0    ,0    ," "," "
538641   ,20200824  ,924532  ,24082020  ,250000      ,"ועד עובדי חברת החשמל",.00    ,52  ,24  ,500    ,25082020  ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1          פה נתיב האור",25   ,0    ,0    ," "," "
538642   ,20200824  ,924532  ,24082020  ,250000      ,"ועד עובדי חברת החשמל",.00    ,52  ,24  ,500    ,25082020  ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1          פה נתיב האור",25   ,0    ,0    ," "," "
538643   ,20200824  ,924532  ,24082020  ,250000      ,"ועד עובדי חברת החשמל",.00    ,52  ,24  ,500    ,25082020  ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1          פה נתיב האור",25   ,0    ,0    ," "," "
538724   ,20200824  ,914225  ,24082020  ,2500        ,"    משקי עמק בית שאן",.00    ,52  ,24  ,10     ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
538725   ,20200824  ,914225  ,24082020  ,12250       ,"    משקי עמק בית שאן",.00    ,52  ,24  ,49     ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
538728   ,20200824  ,914225  ,24082020  ,3250        ,"    משקי עמק בית שאן",.00    ,52  ,24  ,13     ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
538730   ,20200824  ,914225  ,24082020  ,2000        ,"    משקי עמק בית שאן",.00    ,52  ,24  ,8      ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
538731   ,20200824  ,925174  ,24082020  ,12000       ,"997) פנדה מפעלי נייר",.00    ,52  ,24  ,24     ,19082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     36        ניה גבורי ישראל",25   ,0    ,0    ," "," "
538732   ,20200824  ,925173  ,24082020  ,50000       ,"  סנו פרופשיונל בע""מ",.00    ,52  ,24  ,100    ,19082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     36        ניה גבורי ישראל",25   ,0    ,0    ," "," "
538733   ,20200824  ,925172  ,24082020  ,32300       ,"ישראפייפר תעשיות ניי",.00    ,52  ,24  ,70     ,19082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     36        ניה גבורי ישראל",25   ,0    ,0    ," "," "
538760   ,20200824  ,914225  ,24082020  ,46880       ,"    משקי עמק בית שאן",.00    ,52  ,24  ,106    ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
538769   ,20200824  ,913164  ,24082020  ,30000       ,"התאחדות התעשיינים בי",.00    ,52  ,24  ,75     ,13082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"   14           ק חפר צבי הנחל",25   ,0    ,0    ,"2"," "
538772   ,20200824  ,907582  ,24082020  ,15600       ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,30     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
538789   ,20200824  ,914547  ,24082020  ,1500        ,"   משקי הגליל העליון",.00    ,50  ,24  ,5      ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
538793   ,20200824  ,914547  ,24082020  ,29250       ,"   משקי הגליל העליון",.00    ,50  ,24  ,105    ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
538804   ,20200824  ,914225  ,24082020  ,107280      ,"    משקי עמק בית שאן",.00    ,52  ,24  ,162    ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
538812   ,20200824  ,914225  ,24082020  ,2600        ,"    משקי עמק בית שאן",.00    ,52  ,24  ,11     ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
538833   ,20200824  ,909907  ,24082020  ,35500       ,"          משקי המפרץ",.00    ,52  ,24  ,71     ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
538834   ,20200824  ,909907  ,24082020  ,34000       ,"          משקי המפרץ",.00    ,52  ,24  ,95     ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
538835   ,20200824  ,909907  ,24082020  ,3200        ,"          משקי המפרץ",.00    ,52  ,24  ,16     ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
538836   ,20200824  ,909907  ,24082020  ,1750        ,"          משקי המפרץ",.00    ,52  ,24  ,5      ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
538837   ,20200824  ,909907  ,24082020  ,173000      ,"          משקי המפרץ",.00    ,52  ,24  ,355    ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
538838   ,20200824  ,909907  ,24082020  ,3000        ,"          משקי המפרץ",.00    ,52  ,24  ,3      ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
538839   ,20200824  ,909907  ,24082020  ,96000       ,"          משקי המפרץ",.00    ,52  ,24  ,195    ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
538840   ,20200824  ,909907  ,24082020  ,46000       ,"          משקי המפרץ",.00    ,52  ,24  ,145    ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
538841   ,20200824  ,909907  ,24082020  ,24700       ,"          משקי המפרץ",.00    ,52  ,24  ,190    ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
538843   ,20200824  ,914547  ,24082020  ,2000        ,"   משקי הגליל העליון",.00    ,50  ,24  ,5      ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
538844   ,20200824  ,909907  ,24082020  ,126300      ,"          משקי המפרץ",.00    ,52  ,24  ,255    ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
538845   ,20200824  ,909907  ,24082020  ,26000       ,"          משקי המפרץ",.00    ,52  ,24  ,52     ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
538846   ,20200824  ,909907  ,24082020  ,4000        ,"          משקי המפרץ",.00    ,52  ,24  ,8      ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
538847   ,20200824  ,914547  ,24082020  ,25800       ,"   משקי הגליל העליון",.00    ,50  ,24  ,107    ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
538848   ,20200824  ,909907  ,24082020  ,1800        ,"          משקי המפרץ",.00    ,52  ,24  ,5      ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        1            ו לא ידוע",25   ,0    ,0    ," "," "
538849   ,20200824  ,914547  ,24082020  ,9200        ,"   משקי הגליל העליון",.00    ,50  ,24  ,23     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
538850   ,20200824  ,914547  ,24082020  ,68000       ,"   משקי הגליל העליון",.00    ,50  ,24  ,180    ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
538851   ,20200824  ,906463  ,24082020  ,63340       ,"ד""ר פח וצבע בע""מ ת""א",.00    ,52  ,24  ,163    ,19082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"             אביב - יפו המלאכה",25   ,0    ,0    ,"2"," "
538853   ,20200824  ,907582  ,24082020  ,95500       ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,261    ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
538905   ,20200824  ,914547  ,24082020  ,23400       ,"   משקי הגליל העליון",.00    ,50  ,24  ,78     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
538910   ,20200824  ,910002  ,24082020  ,13950       ,"לשכת המסחר תל אביב-י",.00    ,52  ,24  ,61     ,26082020  ,32   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      1            ימה לא ידוע",25   ,0    ,0    ," "," "
538911   ,20200824  ,910002  ,24082020  ,52650       ,"לשכת המסחר תל אביב-י",.00    ,52  ,24  ,70     ,26082020  ,32   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      1            ימה לא ידוע",25   ,0    ,0    ," "," "
538949   ,20200824  ,913164  ,24082020  ,11050       ,"התאחדות התעשיינים בי",.00    ,52  ,24  ,39     ,13082020  ,6    ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"       2             פה ליבריה",25   ,0    ,0    ,"2"," "
538953   ,20200824  ,923565  ,24082020  ,46850       ,"-קימברלי קלארק ישראל",.00    ,52  ,24  ,142    ,17082020  ,6    ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"      5       ולה שד רבין יצחק",25   ,0    ,0    ," "," "
538955   ,20200824  ,914225  ,24082020  ,10000       ,"    משקי עמק בית שאן",.00    ,52  ,24  ,100    ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
538957   ,20200824  ,908572  ,24082020  ,3650        ,"  פארק תעשייה קיסריה",.00    ,52  ,24  ,11     ,13082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     7               סריה האשל",25   ,0    ,0    ,"2"," "
538961   ,20200824  ,918480  ,24082020  ,600000      ,"מימון ישיר מקבוצת יש",.00    ,52  ,24  ,6000   ,25082020  ,79   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ," 35               ח תקווה אפעל",25   ,0    ,0    ," "," "
538962   ,20200824  ,913164  ,24082020  ,50000       ,"התאחדות התעשיינים בי",.00    ,52  ,24  ,50     ,13082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     10            ניה האורזים",25   ,0    ,0    ,"2"," "
538969   ,20200824  ,922019  ,24082020  ,23750       ,"ועדה לתכנון ובניה קר",.00    ,52  ,24  ,30     ,18082020  ,96   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"        יית מוצקין הגדוד העברי",25   ,0    ,0    ," "," "
538974   ,20200824  ,908572  ,24082020  ,300         ,"  פארק תעשייה קיסריה",.00    ,52  ,24  ,1      ,13082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"     7               סריה האשל",25   ,0    ,0    ," "," "
538991   ,20200824  ,914225  ,24082020  ,1000        ,"    משקי עמק בית שאן",.00    ,52  ,24  ,5      ,25082020  ,80   ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"    1            ת שאן לא ידוע",25   ,0    ,0    ," "," "
538999   ,20200824  ,907582  ,24082020  ,23000       ,"התאחדות המלאכה והתעש",.00    ,52  ,24  ,72     ,24082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"       1       פה דרך דיין משה",25   ,0    ,0    ," "," "
539001   ,20200824  ,908887  ,24082020  ,44700       ,"בעמק טכנולוגיות מתקד",.00    ,52  ,24  ,71     ,17082020  ,6    ,"כ"," ",0          ,0  ,3  ,"ש","שי",0   ,"      1               ולה הדקל",25   ,0    ,0    ,"2"," "
539002   ,20200824  ,923019  ,24082020  ,24871       ,"         משטרת ישראל",.00    ,52  ,24  ,25     ,23082020  ,6    ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ," 52           יית אתא דרך חיפה",25   ,0    ,0    ,"1"," "
539007   ,20200824  ,914547  ,24082020  ,28000       ,"   משקי הגליל העליון",.00    ,50  ,24  ,80     ,0         ,80   ,"כ","ח",0          ,0  ,3  ,"ש","שי",0   ,"1            יית שמונה לא ידוע",25   ,0    ,0    ," "," "
